hit_year,track_duration_ms,tempo,loudness,mode_name,key_mode,period,before_pandemic,major,minor
2020,194087,135.128,-10.965,major,G major,During and After Pandemic,0,1,0
2019,149546,99.96,-7.359,minor,B minor,Before Pandemic,1,0,1
2019,178626,140.048,-10.732,minor,C# minor,Before Pandemic,1,0,1
2019,197573,135.984,-8.575,major,C major,Before Pandemic,1,1,0
2019,181026,137.958,-5.065,minor,C# minor,Before Pandemic,1,0,1
2019,190946,82.014,-2.729,major,F major,Before Pandemic,1,1,0
2019,207320,106.966,-5.634,major,C# major,Before Pandemic,1,1,0
2019,173325,158.087,-3.046,minor,E minor,Before Pandemic,1,0,1
2020,173325,158.087,-3.046,minor,E minor,During and After Pandemic,0,0,1
2019,171029,102.998,-7.513,major,G# major,Before Pandemic,1,1,0
