hit_year,track_duration_ms,tempo,loudness,mode_name,key_mode,period,before_pandemic,major,minor
2019,190799,116.967,-6.049,minor,A minor,Before Pandemic,1,0,1
2020,190799,116.967,-6.049,minor,A minor,During and After Pandemic,0,0,1
2019,219946,101.956,-5.041,major,F# major,Before Pandemic,1,1,0
2019,170769,89.949,-7.665,minor,F# minor,Before Pandemic,1,0,1
2019,180522,86.003,-6.365,minor,E minor,Before Pandemic,1,0,1
2019,217212,95.801,-6.557,major,G major,Before Pandemic,1,1,0
2019,229400,98.028,-9.543,minor,C minor,Before Pandemic,1,0,1
2019,260640,92.928,-6.756,minor,C# minor,Before Pandemic,1,0,1
2020,260640,92.928,-6.756,minor,C# minor,During and After Pandemic,0,0,1
2019,187436,133.002,-4.724,major,C# major,Before Pandemic,1,1,0
2019,163320,75.445,-6.482,minor,D minor,Before Pandemic,1,0,1
2019,213000,126.023,-6.899,major,G# major,Before Pandemic,1,1,0
2019,145542,112.511,-6.903,minor,C# minor,Before Pandemic,1,0,1
2019,182160,109.891,-5.679,major,C# major,Before Pandemic,1,1,0
2020,182160,109.891,-5.679,major,C# major,During and After Pandemic,0,1,0
2019,131240,179.974,-6.257,minor,G minor,Before Pandemic,1,0,1
2019,191466,123.935,-4.197,major,D major,Before Pandemic,1,1,0
2019,174853,150.068,-3.875,major,F major,Before Pandemic,1,1,0
2019,228759,98.043,-5.788,minor,G# minor,Before Pandemic,1,0,1
2019,205426,100.541,-4.045,minor,A# minor,Before Pandemic,1,0,1
2019,213386,135.929,-5.968,major,C# major,Before Pandemic,1,1,0
2019,190440,169.999,-5.29,minor,F minor,Before Pandemic,1,0,1
2019,200889,133.992,-6.711,major,C# major,Before Pandemic,1,1,0
2019,183527,130.003,-6.508,minor,G# minor,Before Pandemic,1,0,1
2019,171360,85.026,-5.617,major,D major,Before Pandemic,1,1,0
2019,114893,153.848,-6.146,minor,F minor,Before Pandemic,1,0,1
2020,114893,153.848,-6.146,minor,F minor,During and After Pandemic,0,0,1
2019,179449,96.057,-5.075,minor,D# minor,Before Pandemic,1,0,1
2019,288624,145.972,-7.643,major,C# major,Before Pandemic,1,1,0
2019,193000,182.162,-4.105,major,C major,Before Pandemic,1,1,0
2019,210367,97.054,-6.354,minor,F# minor,Before Pandemic,1,0,1
2019,166560,168.112,-7.119,major,C# major,Before Pandemic,1,1,0
2019,193200,103.313,-7.431,major,B major,Before Pandemic,1,1,0
2019,129264,104.025,-12.89,minor,A# minor,Before Pandemic,1,0,1
2019,239835,83.903,-7.23,minor,F# minor,Before Pandemic,1,0,1
2019,183906,146.034,-5.266,major,E major,Before Pandemic,1,1,0
2019,197866,92.979,-8.114,minor,F minor,Before Pandemic,1,0,1
2019,203161,143.01,-5.144,minor,E minor,Before Pandemic,1,0,1
2019,234346,149.959,-4.58,major,F# major,Before Pandemic,1,1,0
2019,205106,139.984,-5.106,major,A# major,Before Pandemic,1,1,0
2019,196493,126.421,-7.595,major,B major,Before Pandemic,1,1,0
2019,192470,202.015,-5.545,major,C major,Before Pandemic,1,1,0
2019,200593,97.984,-8.635,major,A major,Before Pandemic,1,1,0
2019,212500,95.881,-4.167,minor,G# minor,Before Pandemic,1,0,1
2019,182623,144.107,-5.029,minor,C# minor,Before Pandemic,1,0,1
2019,120133,149.042,-7.664,minor,C# minor,Before Pandemic,1,0,1
2019,274693,147.873,-6.89,major,F major,Before Pandemic,1,1,0
2019,169666,107.936,-3.337,major,F major,Before Pandemic,1,1,0
2019,215280,120.042,-3.497,major,C major,Before Pandemic,1,1,0
2020,215280,120.042,-3.497,major,C major,During and After Pandemic,0,1,0
2019,186733,77,-4.483,major,C# major,Before Pandemic,1,1,0
2019,200186,97.991,-8.981,minor,E minor,Before Pandemic,1,0,1
2019,193226,93.989,-2.652,minor,G# minor,Before Pandemic,1,0,1
2019,268434,115.007,-7.985,minor,C minor,Before Pandemic,1,0,1
2019,196077,82.642,-14.084,major,E major,Before Pandemic,1,1,0
2019,158332,97.075,-4.713,major,G# major,Before Pandemic,1,1,0
2019,184060,126.754,-7.523,minor,G minor,Before Pandemic,1,0,1
2020,184060,126.754,-7.523,minor,G minor,During and After Pandemic,0,0,1
2019,195637,150.024,-2.806,major,G major,Before Pandemic,1,1,0
2019,198160,100.049,-5.413,major,G# major,Before Pandemic,1,1,0
2019,193143,120.046,-14.505,major,G# major,Before Pandemic,1,1,0
2019,203881,158.896,-4.669,minor,A# minor,Before Pandemic,1,0,1
2019,80927,115.056,-1.746,major,G# major,Before Pandemic,1,1,0
2019,126446,105.038,-6.294,major,D major,Before Pandemic,1,1,0
2019,189253,124.008,-4.054,minor,F minor,Before Pandemic,1,0,1
2019,183000,94.01,-5.883,major,C major,Before Pandemic,1,1,0
2020,183000,94.01,-5.883,major,C major,During and After Pandemic,0,1,0
2019,199382,131.983,-3.728,major,D major,Before Pandemic,1,1,0
2019,198440,140.975,-6.857,major,A major,Before Pandemic,1,1,0
2019,189486,93.023,-5.239,major,A major,Before Pandemic,1,1,0
2019,202204,110.567,-4.931,minor,C# minor,Before Pandemic,1,0,1
2019,142417,108.003,-7.259,major,A# major,Before Pandemic,1,1,0
2019,168960,113,-3.966,major,D major,Before Pandemic,1,1,0
2019,192053,153.653,-6.05,major,G# major,Before Pandemic,1,1,0
2019,205803,140.022,-7.384,major,C# major,Before Pandemic,1,1,0
2019,181823,88.042,-2.253,major,E major,Before Pandemic,1,1,0
2019,192539,130.028,-4.904,major,C# major,Before Pandemic,1,1,0
2019,160013,120.088,-6.728,major,A major,Before Pandemic,1,1,0
2019,199427,98.985,-4.568,major,C major,Before Pandemic,1,1,0
2019,202920,119.964,-4.791,major,E major,Before Pandemic,1,1,0
2019,180000,100.027,-4.722,major,D major,Before Pandemic,1,1,0
2019,182493,97.155,-6.982,major,A major,Before Pandemic,1,1,0
2019,169920,94.975,-4.616,major,C# major,Before Pandemic,1,1,0
2019,186093,189.31,-3.697,minor,A# minor,Before Pandemic,1,0,1
2019,177390,88.038,-6.119,major,C# major,Before Pandemic,1,1,0
2019,240050,159.966,-5.122,major,D major,Before Pandemic,1,1,0
2020,200040,171.005,-5.934,major,C# major,During and After Pandemic,0,1,0
2021,200040,171.005,-5.934,major,C# major,During and After Pandemic,0,1,0
2020,196652,116.971,-6.687,minor,A# minor,During and After Pandemic,0,0,1
2020,183290,123.95,-4.521,minor,B minor,During and After Pandemic,0,0,1
2020,181733,89.977,-7.956,major,B major,During and After Pandemic,0,1,0
2020,207133,99.048,-3.675,major,G# major,During and After Pandemic,0,1,0
2020,237918,142.053,-6.903,minor,D minor,During and After Pandemic,0,0,1
2020,189486,91.019,-7.209,major,B major,During and After Pandemic,0,1,0
2020,197293,77.004,-6.642,minor,B minor,During and After Pandemic,0,0,1
2020,237893,110.962,-4.583,minor,B minor,During and After Pandemic,0,0,1
2020,210772,75.998,-6.227,major,F# major,During and After Pandemic,0,1,0
2021,210772,75.998,-6.227,major,F# major,During and After Pandemic,0,1,0
2020,139741,145.062,-6.671,minor,B minor,During and After Pandemic,0,0,1
2020,209438,98.027,-6.4,minor,F# minor,During and After Pandemic,0,0,1
2020,242000,169.02,-4.776,minor,A# minor,During and After Pandemic,0,0,1
2020,163636,116.735,-5.616,minor,F# minor,During and After Pandemic,0,0,1
2020,212866,147.986,-6.637,major,A major,During and After Pandemic,0,1,0
2020,245425,120.006,-14.454,minor,F# minor,During and After Pandemic,0,0,1
2020,176867,121.955,-5.472,major,G# major,During and After Pandemic,0,1,0
2020,174000,95.39,-4.209,major,C major,During and After Pandemic,0,1,0
2020,215106,111.881,-4.858,major,D# major,During and After Pandemic,0,1,0
2020,159381,127.087,-8.756,minor,A# minor,During and After Pandemic,0,0,1
2020,167693,89.991,-4.644,major,A# major,During and After Pandemic,0,1,0
2020,187541,133.073,-7.509,major,C# major,During and After Pandemic,0,1,0
2020,180434,97.008,-6.678,major,G major,During and After Pandemic,0,1,0
2020,188343,129.992,-7.106,minor,F# minor,During and After Pandemic,0,0,1
2020,162546,99.034,-7.909,major,C major,During and After Pandemic,0,1,0
2020,198266,170.062,-5.507,minor,A# minor,During and After Pandemic,0,0,1
2020,159714,126.77,-3.909,major,B major,During and After Pandemic,0,1,0
2020,206458,102.819,-8.985,major,E major,During and After Pandemic,0,1,0
2020,159735,95.982,-3.18,minor,C minor,During and After Pandemic,0,0,1
2020,247058,81.604,-8.82,minor,C# minor,During and After Pandemic,0,0,1
2020,221820,113.011,-3.434,minor,E minor,During and After Pandemic,0,0,1
2020,205453,97.074,-5.785,major,G major,During and After Pandemic,0,1,0
2020,171374,150.076,-8.52,minor,C minor,During and After Pandemic,0,0,1
2020,170746,105.046,-6.024,major,G# major,During and After Pandemic,0,1,0
2020,199053,114.044,-4.41,minor,F# minor,During and After Pandemic,0,0,1
2021,199053,114.044,-4.41,minor,F# minor,During and After Pandemic,0,0,1
2020,176960,94.148,-8.932,minor,C minor,During and After Pandemic,0,0,1
2021,176960,94.148,-8.932,minor,C minor,During and After Pandemic,0,0,1
2020,220486,97.956,-8.442,minor,B minor,During and After Pandemic,0,0,1
2020,261492,133.976,-8.871,major,C major,During and After Pandemic,0,1,0
2021,261492,133.976,-8.871,major,C major,During and After Pandemic,0,1,0
2020,183011,142.976,-5.551,major,B major,During and After Pandemic,0,1,0
2020,173333,144.004,-8.765,minor,D# minor,During and After Pandemic,0,0,1
2020,175720,76.469,-8.764,minor,G minor,During and After Pandemic,0,0,1
2020,140525,90.989,-3.558,minor,G minor,During and After Pandemic,0,0,1
2020,182200,123.056,-3.764,major,A major,During and After Pandemic,0,1,0
2020,190476,125.971,-6.606,minor,F# minor,During and After Pandemic,0,0,1
2021,190476,125.971,-6.606,minor,F# minor,During and After Pandemic,0,0,1
2020,221714,105.04,-7.037,minor,A# minor,During and After Pandemic,0,0,1
2020,159669,157.878,-8.468,minor,A# minor,During and After Pandemic,0,0,1
2020,194866,143.912,-5.515,major,C major,During and After Pandemic,0,1,0
2020,205484,144.991,-5.181,major,C major,During and After Pandemic,0,1,0
2020,211626,74.659,-9.97,major,C# major,During and After Pandemic,0,1,0
2020,181929,135.14,-5.064,major,C# major,During and After Pandemic,0,1,0
2020,208520,145.842,-6.652,minor,A minor,During and After Pandemic,0,0,1
2020,186240,75.991,-8.331,major,F# major,During and After Pandemic,0,1,0
2020,178146,159.847,-6.658,minor,D# minor,During and After Pandemic,0,0,1
2020,158571,112.022,-6.832,major,F major,During and After Pandemic,0,1,0
2020,210800,165.995,-5.26,minor,A# minor,During and After Pandemic,0,0,1
2020,189322,180.051,-5.884,minor,F minor,During and After Pandemic,0,0,1
2020,147800,130.087,-9.867,minor,F# minor,During and After Pandemic,0,0,1
2020,188320,76.042,-6.633,major,A major,During and After Pandemic,0,1,0
2020,200221,163.071,-4.818,minor,F minor,During and After Pandemic,0,0,1
2020,241106,150.273,-7.463,major,G major,During and After Pandemic,0,1,0
2021,241106,150.273,-7.463,major,G major,During and After Pandemic,0,1,0
2022,241106,150.273,-7.463,major,G major,During and After Pandemic,0,1,0
2023,241106,150.273,-7.463,major,G major,During and After Pandemic,0,1,0
2020,188893,95.981,-6.079,major,E major,During and After Pandemic,0,1,0
2020,204760,130.069,-5.517,major,E major,During and After Pandemic,0,1,0
2020,193426,89.997,-4.872,major,A major,During and After Pandemic,0,1,0
2020,193026,111.997,-8.044,minor,C minor,During and After Pandemic,0,0,1
2020,198688,118.024,-4.725,major,A# major,During and After Pandemic,0,1,0
2020,197529,88.284,-4.269,minor,F# minor,During and After Pandemic,0,0,1
2020,222997,140.004,-9.682,minor,A minor,During and After Pandemic,0,0,1
2020,252728,96.459,-5.756,major,C# major,During and After Pandemic,0,1,0
2020,201600,99.7,-5.655,major,C# major,During and After Pandemic,0,1,0
2020,205760,124.011,-7.571,minor,E minor,During and After Pandemic,0,0,1
2020,228482,178.765,-6.658,major,G# major,During and After Pandemic,0,1,0
2020,213333,179.798,-6.335,minor,A# minor,During and After Pandemic,0,0,1
2020,205473,110.943,-6.35,major,D major,During and After Pandemic,0,1,0
2020,216386,142.094,-5.732,major,G major,During and After Pandemic,0,1,0
2020,223488,128.978,-4.746,major,G major,During and After Pandemic,0,1,0
2020,225253,77.962,-6.04,major,D major,During and After Pandemic,0,1,0
2020,165977,129.979,-7.648,minor,C minor,During and After Pandemic,0,0,1
2020,203093,170.024,-2.607,major,C major,During and After Pandemic,0,1,0
2020,191406,86.97,-8.415,major,G major,During and After Pandemic,0,1,0
2020,205400,97.028,-8.82,major,G# major,During and After Pandemic,0,1,0
2020,167183,117.994,-17.54,minor,F minor,During and After Pandemic,0,0,1
2020,209760,81.984,-5.986,major,G major,During and After Pandemic,0,1,0
2020,194621,149.972,-6.13,minor,A minor,During and After Pandemic,0,0,1
2020,223320,113.065,-4.897,major,C major,During and After Pandemic,0,1,0
2020,181860,128.331,-7.092,minor,D minor,During and After Pandemic,0,0,1
2020,176546,112.05,-7.567,minor,B minor,During and After Pandemic,0,0,1
2020,216573,126.014,-5.01,major,F# major,During and After Pandemic,0,1,0
2020,194866,118.974,-4.865,major,E major,During and After Pandemic,0,1,0
2020,155168,126.998,-6.789,minor,G# minor,During and After Pandemic,0,0,1
2020,238321,97.023,-9.141,minor,A# minor,During and After Pandemic,0,0,1
2020,173288,84.005,-5.171,major,D major,During and After Pandemic,0,1,0
2021,203064,102.977,-3.787,minor,F# minor,During and After Pandemic,0,0,1
2021,215626,118.051,-5.487,major,C major,During and After Pandemic,0,1,0
2022,215626,118.051,-5.487,major,C major,During and After Pandemic,0,1,0
2021,140533,91.007,-3.671,minor,G minor,During and After Pandemic,0,0,1
2021,178146,166.928,-5.044,major,A major,During and After Pandemic,0,1,0
2022,178146,166.928,-5.044,major,A major,During and After Pandemic,0,1,0
2021,208666,110.97,-3.463,major,G# major,During and After Pandemic,0,1,0
2022,208666,110.97,-3.463,major,G# major,During and After Pandemic,0,1,0
2021,242096,148.088,-7.964,major,F major,During and After Pandemic,0,1,0
2021,242013,143.875,-8.81,major,A# major,During and After Pandemic,0,1,0
2021,137704,178.781,-6.725,minor,G# minor,During and After Pandemic,0,0,1
2021,198081,90.03,-6.181,major,C major,During and After Pandemic,0,1,0
2021,164441,109.997,-5.187,major,G# major,During and After Pandemic,0,1,0
2021,141805,169.928,-5.484,major,C# major,During and After Pandemic,0,1,0
2022,141805,169.928,-5.484,major,C# major,During and After Pandemic,0,1,0
2021,215506,180.917,-7.222,major,D major,During and After Pandemic,0,1,0
2021,172324,144.015,-4.771,major,C major,During and After Pandemic,0,1,0
2021,230746,126.011,-3.745,minor,B minor,During and After Pandemic,0,0,1
2022,230746,126.011,-3.745,minor,B minor,During and After Pandemic,0,0,1
2021,238805,80.87,-6.9,major,B major,During and After Pandemic,0,1,0
2022,238805,80.87,-6.9,major,B major,During and After Pandemic,0,1,0
2021,161384,93.005,-7.357,major,C major,During and After Pandemic,0,1,0
2021,232533,151.964,-5.195,major,C major,During and After Pandemic,0,1,0
2021,132780,149.996,-6.865,minor,E minor,During and After Pandemic,0,0,1
2021,173710,109.978,-6.476,major,C major,During and After Pandemic,0,1,0
2021,160000,83.995,-8.493,major,A# major,During and After Pandemic,0,1,0
2021,139460,124.939,-5.134,minor,F minor,During and After Pandemic,0,0,1
2021,212352,150.087,-7.395,minor,A# minor,During and After Pandemic,0,0,1
2022,212352,150.087,-7.395,minor,A# minor,During and After Pandemic,0,0,1
2021,173539,94.016,-7.781,major,D major,During and After Pandemic,0,1,0
2021,156944,166,-6.044,major,B major,During and After Pandemic,0,1,0
2021,161853,80.018,-6.487,major,C# major,During and After Pandemic,0,1,0
2021,205090,109.928,-10.059,minor,E minor,During and After Pandemic,0,0,1
2021,155883,94.018,-4.12,major,E major,During and After Pandemic,0,1,0
2021,165925,81.039,-6.862,major,F# major,During and After Pandemic,0,1,0
2021,198370,89.087,-8.964,major,C major,During and After Pandemic,0,1,0
2021,205458,104.949,-7.636,minor,E minor,During and After Pandemic,0,0,1
2021,227395,99.048,-5.483,major,A# major,During and After Pandemic,0,1,0
2021,212093,87.017,-8.34,major,F# major,During and After Pandemic,0,1,0
2021,135959,77.972,-6.295,minor,F# minor,During and After Pandemic,0,0,1
2021,170226,124.027,-9.357,major,E major,During and After Pandemic,0,1,0
2021,229226,100.607,-7.885,major,D# major,During and After Pandemic,0,1,0
2021,184489,146.933,-8.256,minor,G# minor,During and After Pandemic,0,0,1
2021,180930,82.103,-9.229,major,C major,During and After Pandemic,0,1,0
2021,186173,128.986,-6.414,major,G# major,During and After Pandemic,0,1,0
2022,186173,128.986,-6.414,major,G# major,During and After Pandemic,0,1,0
2021,110497,159.954,-6.251,major,C# major,During and After Pandemic,0,1,0
2021,210560,130.041,-6.509,major,C# major,During and After Pandemic,0,1,0
2022,210560,130.041,-6.509,major,C# major,During and After Pandemic,0,1,0
2021,192956,136.006,-6.349,major,C# major,During and After Pandemic,0,1,0
2021,257604,136.008,-6.035,minor,B minor,During and After Pandemic,0,0,1
2021,160191,83.97,-9.016,minor,B minor,During and After Pandemic,0,0,1
2021,123262,140.201,-7.6,minor,D# minor,During and After Pandemic,0,0,1
2021,195428,140.042,-6.142,minor,C# minor,During and After Pandemic,0,0,1
2021,279204,121.002,-8.37,minor,C# minor,During and After Pandemic,0,0,1
2021,240413,89.124,-8.445,major,A# major,During and After Pandemic,0,1,0
2021,171067,94.066,-6.1,minor,G# minor,During and After Pandemic,0,0,1
2021,214706,81.112,-9.195,major,G major,During and After Pandemic,0,1,0
2021,170858,139.917,-6.233,minor,C# minor,During and After Pandemic,0,0,1
2021,219573,138.002,-11.501,major,C major,During and After Pandemic,0,1,0
2021,226220,86.782,-4.859,minor,F minor,During and After Pandemic,0,0,1
2021,236524,150.062,-4.053,major,D major,During and After Pandemic,0,1,0
2021,248040,104.027,-6.002,major,C major,During and After Pandemic,0,1,0
2022,248040,104.027,-6.002,major,C major,During and After Pandemic,0,1,0
2021,207666,131.933,-6.358,major,E major,During and After Pandemic,0,1,0
2021,215140,89.957,-5.023,major,D major,During and After Pandemic,0,1,0
2021,154983,119.976,-4.77,major,G major,During and After Pandemic,0,1,0
2021,144760,103.96,-8.035,major,B major,During and After Pandemic,0,1,0
2021,149189,79.461,-7.102,minor,B minor,During and After Pandemic,0,0,1
2021,211560,134.002,-4.808,minor,B minor,During and After Pandemic,0,0,1
2021,226986,90.035,-8.433,major,B major,During and After Pandemic,0,1,0
2021,178153,129.895,-6.959,minor,C minor,During and After Pandemic,0,0,1
2021,166506,102.008,-2.922,major,F# major,During and After Pandemic,0,1,0
2021,195962,119.987,-7.097,minor,E minor,During and After Pandemic,0,0,1
2021,184634,130.012,-4.242,major,A major,During and After Pandemic,0,1,0
2021,174682,98.54,-11.254,minor,C# minor,During and After Pandemic,0,0,1
2021,162398,129.857,-4.057,minor,C# minor,During and After Pandemic,0,0,1
2021,190779,115.885,-8.285,major,D major,During and After Pandemic,0,1,0
2021,199706,131.459,-5.7,minor,G minor,During and After Pandemic,0,0,1
2021,136899,136.994,-7.686,major,C# major,During and After Pandemic,0,1,0
2021,137983,130.058,-7.882,major,B major,During and After Pandemic,0,1,0
2021,192880,157,-10.073,major,B major,During and After Pandemic,0,1,0
2021,171333,174.079,-6.151,major,F major,During and After Pandemic,0,1,0
2021,203893,82.959,-6.504,major,E major,During and After Pandemic,0,1,0
2021,185146,72.017,-11.639,minor,A minor,During and After Pandemic,0,0,1
2021,206710,179.951,-4.601,major,C# major,During and After Pandemic,0,1,0
2021,214720,138.084,-7.189,major,F major,During and After Pandemic,0,1,0
2021,212030,184.075,-4.802,major,C# major,During and After Pandemic,0,1,0
2021,242965,145.887,-9.579,minor,F minor,During and After Pandemic,0,0,1
2022,242965,145.887,-9.579,minor,F minor,During and After Pandemic,0,0,1
2021,201882,131.798,-5.664,minor,C minor,During and After Pandemic,0,0,1
2021,193880,90.048,-2.84,major,A major,During and After Pandemic,0,1,0
2021,220196,121.004,-6.01,major,G# major,During and After Pandemic,0,1,0
2021,165506,134.01,-5.932,major,F# major,During and After Pandemic,0,1,0
2021,175026,98.997,-6.758,major,F major,During and After Pandemic,0,1,0
2021,126266,67.196,-8.749,major,G# major,During and After Pandemic,0,1,0
2022,126266,67.196,-8.749,major,G# major,During and After Pandemic,0,1,0
2023,126266,67.196,-8.749,major,G# major,During and After Pandemic,0,1,0
2021,210463,91.066,-10.778,minor,F# minor,During and After Pandemic,0,0,1
2021,298899,81.055,-8.697,major,C major,During and After Pandemic,0,1,0
2021,187683,81.949,-5.07,major,G major,During and After Pandemic,0,1,0
2021,203373,139.931,-5.623,major,D# major,During and After Pandemic,0,1,0
2021,218228,132.031,-7.583,minor,E minor,During and After Pandemic,0,0,1
2021,160078,84.448,-5.212,major,G# major,During and After Pandemic,0,1,0
2021,160839,100.032,-4.691,major,D major,During and After Pandemic,0,1,0
2021,199604,127.962,-3.613,minor,D# minor,During and After Pandemic,0,0,1
2022,167303,173.93,-5.338,minor,F# minor,During and After Pandemic,0,0,1
2023,167303,173.93,-5.338,minor,F# minor,During and After Pandemic,0,0,1
2022,224694,141.981,-7.519,major,F major,During and After Pandemic,0,1,0
2022,207853,141.02,-2.724,major,D major,During and After Pandemic,0,1,0
2022,173947,107.005,-5.902,minor,F minor,During and After Pandemic,0,0,1
2022,172540,106.022,-4.431,minor,B minor,During and After Pandemic,0,0,1
2022,153190,153.96,-5.569,major,D major,During and After Pandemic,0,1,0
2022,200547,72.993,-6.634,major,D major,During and After Pandemic,0,1,0
2022,202735,116.041,-6.348,major,C# major,During and After Pandemic,0,1,0
2022,189893,83.389,-4.474,major,C# major,During and After Pandemic,0,1,0
2023,189893,83.389,-4.474,major,C# major,During and After Pandemic,0,1,0
2022,191937,108.965,-6.305,minor,A# minor,During and After Pandemic,0,0,1
2022,143901,87.981,-4.51,minor,C# minor,During and After Pandemic,0,0,1
2022,173381,76.984,-4.437,major,D major,During and After Pandemic,0,1,0
2022,168551,121.947,-5.688,major,E major,During and After Pandemic,0,1,0
2022,178520,196,-5.24,minor,B minor,During and After Pandemic,0,0,1
2022,178567,92.005,-5.105,minor,C# minor,During and After Pandemic,0,0,1
2022,172626,107.998,-4.175,minor,F minor,During and After Pandemic,0,0,1
2022,243716,106.672,-5.198,minor,F minor,During and After Pandemic,0,0,1
2022,300840,108.296,-11.903,minor,A# minor,During and After Pandemic,0,0,1
2022,216120,205.863,-8.516,minor,C minor,During and After Pandemic,0,0,1
2022,177954,114.996,-4.595,major,A# major,During and After Pandemic,0,1,0
2022,192840,100.964,-6.009,major,F major,During and After Pandemic,0,1,0
2023,192840,100.964,-6.009,major,F major,During and After Pandemic,0,1,0
2022,157477,119.706,-4.913,major,A major,During and After Pandemic,0,1,0
2022,232066,168.946,-7.093,major,C# major,During and After Pandemic,0,1,0
2023,232066,168.946,-7.093,major,C# major,During and After Pandemic,0,1,0
2022,163025,131.443,-5.11,major,A# major,During and After Pandemic,0,1,0
2022,192721,97.023,-5.411,major,C# major,During and After Pandemic,0,1,0
2022,169237,84.974,-6.892,minor,G# minor,During and After Pandemic,0,0,1
2022,218364,165.921,-4.711,major,C major,During and After Pandemic,0,1,0
2022,224213,160.087,-4.865,major,C# major,During and After Pandemic,0,1,0
2022,161853,79.994,-6.459,major,C# major,During and After Pandemic,0,1,0
2022,224426,102.025,-4.13,major,C# major,During and After Pandemic,0,1,0
2022,148485,139.994,-5.927,major,C major,During and After Pandemic,0,1,0
2022,278281,114.942,-5.039,minor,C# minor,During and After Pandemic,0,0,1
2022,228013,175.212,-12.151,minor,E minor,During and After Pandemic,0,0,1
2023,228013,175.212,-12.151,minor,E minor,During and After Pandemic,0,0,1
2022,197442,82.03,-8.529,major,D major,During and After Pandemic,0,1,0
2022,203807,103.014,-2.278,minor,F# minor,During and After Pandemic,0,0,1
2022,200470,113.42,-6.102,minor,E minor,During and After Pandemic,0,0,1
2022,245939,99.968,-5.453,minor,F minor,During and After Pandemic,0,0,1
2022,206106,134.944,-3.449,major,G# major,During and After Pandemic,0,1,0
2022,183026,159.979,-7.616,minor,G# minor,During and After Pandemic,0,0,1
2022,136266,77.502,-4.572,minor,C# minor,During and After Pandemic,0,0,1
2022,167480,177.945,-6.725,major,E major,During and After Pandemic,0,1,0
2022,174000,106.703,-9.805,minor,G minor,During and After Pandemic,0,0,1
2022,153000,179.773,-6.543,minor,G minor,During and After Pandemic,0,0,1
2022,233456,169.914,-9.258,major,G# major,During and After Pandemic,0,1,0
2022,202226,180.088,-8.286,major,D major,During and After Pandemic,0,1,0
2022,232058,135.962,-6.055,major,A major,During and After Pandemic,0,1,0
2022,145800,93.005,-3.805,major,G# major,During and After Pandemic,0,1,0
2022,170977,133.014,-2.565,major,D major,During and After Pandemic,0,1,0
2022,204316,137.419,-4.991,minor,G# minor,During and After Pandemic,0,0,1
2022,202133,69.877,-6.628,major,D# major,During and After Pandemic,0,1,0
2022,226093,94.048,-3.554,minor,E minor,During and After Pandemic,0,0,1
2022,189560,104.03,-5.858,major,E major,During and After Pandemic,0,1,0
2022,201334,123.972,-7.187,major,G major,During and After Pandemic,0,1,0
2022,210200,111.005,-8.006,major,C# major,During and After Pandemic,0,1,0
2022,206070,94.996,-6.377,major,G# major,During and After Pandemic,0,1,0
2022,189780,106.006,-5.788,major,F major,During and After Pandemic,0,1,0
2022,138293,91.942,-6.029,minor,G# minor,During and After Pandemic,0,0,1
2022,213061,98.047,-8.797,minor,G minor,During and After Pandemic,0,0,1
2022,207540,121.991,-7.3,major,C# major,During and After Pandemic,0,1,0
2022,254173,115.01,-5.878,major,C# major,During and After Pandemic,0,1,0
2022,225148,88.098,-3.906,major,C# major,During and After Pandemic,0,1,0
2022,160656,110.054,-5.077,minor,C minor,During and After Pandemic,0,0,1
2022,162680,94.995,-7.93,major,D major,During and After Pandemic,0,1,0
2022,175344,109.414,-7.23,major,F major,During and After Pandemic,0,1,0
2022,613026,93.023,-8.771,major,C major,During and After Pandemic,0,1,0
2022,227628,97.013,-5.389,major,A major,During and After Pandemic,0,1,0
2022,230400,78.293,-3.221,major,F major,During and After Pandemic,0,1,0
2022,213493,183.89,-8.425,major,A major,During and After Pandemic,0,1,0
2022,185600,74.967,-3.599,major,A# major,During and After Pandemic,0,1,0
2022,157906,163.957,-4.143,major,G major,During and After Pandemic,0,1,0
2022,181393,140.037,-9.086,minor,F# minor,During and After Pandemic,0,0,1
2022,172933,124.992,-5.748,major,G# major,During and After Pandemic,0,1,0
2022,234800,124.986,-6.73,major,G# major,During and After Pandemic,0,1,0
2022,130973,119.705,-8.463,major,D major,During and After Pandemic,0,1,0
2023,130973,119.705,-8.463,major,D major,During and After Pandemic,0,1,0
2022,258298,79.928,-5.745,minor,D# minor,During and After Pandemic,0,0,1
2022,189306,155.928,-5.424,major,F major,During and After Pandemic,0,1,0
2022,135533,140.467,-13.056,major,C major,During and After Pandemic,0,1,0
2023,135533,140.467,-13.056,major,C major,During and After Pandemic,0,1,0
2022,163311,126.877,-11.689,major,E major,During and After Pandemic,0,1,0
2022,176146,140.073,-4.028,minor,C minor,During and After Pandemic,0,0,1
2022,230226,144.022,-6.15,major,E major,During and After Pandemic,0,1,0
2022,207120,160.118,-5.323,minor,D minor,During and After Pandemic,0,0,1
2022,182161,102.987,-2.842,major,F# major,During and After Pandemic,0,1,0
2022,214405,128.153,-5.908,major,G major,During and After Pandemic,0,1,0
2022,152137,144.047,-11.814,major,D major,During and After Pandemic,0,1,0
2022,156943,131.121,-7.375,major,D major,During and After Pandemic,0,1,0
2022,214293,99.991,-5.807,major,C major,During and After Pandemic,0,1,0
2022,195760,149.9,-4.986,major,E major,During and After Pandemic,0,1,0
2023,163854,203.759,-5.456,major,F# major,During and After Pandemic,0,1,0
2023,200600,118.048,-4.775,major,C major,During and After Pandemic,0,1,0
